(64, 64, (49, 7))
(64, 64, (48, 6))
(64, 64, (48, 7))
(64, 64, (49, 8))
(64, 64, (27, 12))
(64, 64, (26, 11))
(134, 134, (50, 1))
(87, 87, (50, 2))
(64, 64, (51, 1))
(64, 64, (50, 3))
(64, 64, (50, 4))
(109, 109, (50, 5))
(134, 134, (50, 6))
(64, 64, (51, 2))
(64, 64, (26, 12))
(64, 64, (39, 16))
(64, 64, (27, 13))
(64, 64, (41, 26))
(609, 609, (38, 5))
(1342, 1342, (12, 7))
(264, 264, (40, 3))
(631, 631, (15, 4))
(64, 64, (38, 6))
(64, 64, (12, 8))
(64, 64, (5, 45))
(113, 113, (5, 46))
(653, 653, (5, 47))
(64, 64, (4, 23))
(64, 64, (5, 48))
(109, 109, (5, 49))
(648, 648, (5, 50))
(64, 64, (4, 24))
(64, 64, (5, 51))
(110, 110, (5, 52))
(649, 649, (5, 53))
(64, 64, (4, 25))
(133, 133, (50, 7))
(64, 64, (51, 3))
(64, 64, (5, 54))
(108, 108, (5, 55))
(653, 653, (5, 56))
(64, 64, (4, 26))
(64, 64, (20, 5))
(64, 64, (52, 1))
(64, 64, (22, 4))
(64, 64, (20, 6))
(64, 64, (53, 1))
(64, 64, (52, 2))
(134, 134, (50, 8))
(64, 64, (51, 4))
(66, 66, (54, 1))
(66, 66, (55, 1))
(66, 66, (56, 1))
(66, 66, (57, 1))
(66, 66, (58, 1))
(66, 66, (59, 1))
(66, 66, (60, 1))
(64, 64, (54, 2))
(236, 236, (54, 3))
(66, 66, (61, 1))
(66, 66, (62, 1))
(64, 64, (55, 2))
(64, 64, (56, 2))
(236, 236, (55, 3))
(236, 236, (56, 3))
(66, 66, (63, 1))
(64, 64, (57, 2))
(236, 236, (57, 3))
(66, 66, (64, 1))
(66, 66, (65, 1))
(64, 64, (58, 2))
(64, 64, (59, 2))
(236, 236, (58, 3))
(236, 236, (59, 3))
(64, 64, (60, 2))
(64, 64, (61, 2))
(1484, 1484, (60, 3))
(667, 667, (60, 4))
(1484, 1484, (61, 3))
(667, 667, (61, 4))
(64, 64, (62, 2))
(64, 64, (63, 2))
(64, 64, (54, 4))
(64, 64, (55, 4))
(1484, 1484, (62, 3))
(667, 667, (62, 4))
(64, 64, (56, 4))
(1484, 1484, (63, 3))
(667, 667, (63, 4))
(64, 64, (65, 2))
(64, 64, (64, 2))
(64, 64, (57, 4))
(1484, 1484, (64, 3))
(667, 667, (64, 4))
(1484, 1484, (65, 3))
(64, 64, (58, 4))
(667, 667, (65, 4))
(64, 64, (59, 4))
(64, 64, (54, 5))
(66, 66, (66, 1))
(64, 64, (56, 5))
(66, 66, (67, 1))
(137, 137, (55, 5))
(136, 136, (55, 6))
(64, 64, (57, 5))
(66, 66, (68, 1))
(64, 64, (58, 5))
(66, 66, (69, 1))
(64, 64, (59, 5))
(66, 66, (70, 1))
(139, 139, (55, 7))
(129, 129, (55, 8))
(131, 131, (55, 9))
(64, 64, (61, 5))
(64, 64, (60, 5))
(66, 66, (71, 1))
(64, 64, (54, 6))
(64, 64, (66, 2))
(236, 236, (66, 3))
(64, 64, (62, 5))
(64, 64, (56, 6))
(296, 296, (61, 6))
(99, 99, (61, 7))
(66, 66, (72, 1))
(66, 66, (73, 1))
(64, 64, (55, 10))
(64, 64, (67, 2))
(64, 64, (68, 2))
(448, 448, (67, 3))
(448, 448, (68, 3))
(64, 64, (63, 5))
(64, 64, (57, 6))
(64, 64, (64, 5))
(64, 64, (58, 6))
(66, 66, (74, 1))
(66, 66, (75, 1))
(64, 64, (65, 5))
(64, 64, (59, 6))
(64, 64, (69, 2))
(64, 64, (70, 2))
(448, 448, (69, 3))
(448, 448, (70, 3))
(64, 64, (61, 8))
(297, 297, (61, 9))
(1484, 1484, (61, 10))
(64, 64, (55, 11))
(1484, 1484, (61, 11))
(929, 929, (61, 12))
(922, 922, (61, 13))
(111, 111, (61, 14))
(1484, 1484, (61, 15))
(64, 64, (55, 12))
(535, 535, (61, 16))
(110, 110, (61, 17))
(1484, 1484, (61, 18))
(313, 313, (61, 19))
(64, 64, (55, 13))
(111, 111, (61, 20))
(1484, 1484, (61, 21))
(1484, 1484, (61, 22))
(929, 929, (61, 23))
(64, 64, (55, 14))
(64, 64, (71, 2))
(1484, 1484, (61, 24))
(1484, 1484, (61, 25))
(64, 64, (55, 15))
(1373, 1373, (61, 26))
(111, 111, (61, 27))
(64, 64, (55, 16))
(1484, 1484, (61, 28))
(1484, 1484, (61, 29))
(1398, 1398, (61, 30))
(1484, 1484, (61, 31))
(64, 64, (55, 17))
(1484, 1484, (71, 3))
(667, 667, (71, 4))
(64, 64, (66, 4))
(1484, 1484, (61, 32))
(1373, 1373, (61, 33))
(110, 110, (61, 34))
(64, 64, (55, 18))
(64, 64, (66, 5))
(66, 66, (76, 1))
(1484, 1484, (61, 35))
(129, 129, (55, 19))
(1484, 1484, (61, 36))
(150, 150, (61, 37))
(64, 64, (55, 20))
(64, 64, (72, 2))
(1038, 1038, (61, 38))
(64, 64, (73, 2))
(1087, 1087, (61, 39))
(207, 207, (73, 3))
(207, 207, (72, 3))
(64, 64, (55, 21))
(137, 137, (68, 4))
(64, 64, (74, 2))
(137, 137, (67, 4))
(64, 64, (75, 2))
(207, 207, (75, 3))
(137, 137, (70, 4))
(64, 64, (68, 5))
(66, 66, (77, 1))
(64, 64, (67, 5))
(66, 66, (78, 1))
(207, 207, (74, 3))
(129, 129, (55, 22))
(125, 125, (55, 23))
(137, 137, (69, 4))
(64, 64, (70, 5))
(66, 66, (79, 1))
(141, 141, (55, 24))
(64, 64, (69, 5))
(134, 134, (55, 25))
(64, 64, (71, 5))
(64, 64, (66, 6))
(66, 66, (80, 1))
(64, 64, (76, 2))
(448, 448, (76, 3))
(99, 99, (73, 4))
(64, 64, (68, 6))
(99, 99, (72, 4))
(99, 99, (75, 4))
(64, 64, (67, 6))
(64, 64, (70, 6))
(64, 64, (73, 5))
(66, 66, (81, 1))
(64, 64, (72, 5))
(64, 64, (77, 2))
(448, 448, (77, 3))
(66, 66, (82, 1))
(64, 64, (78, 2))
(448, 448, (78, 3))
(110, 110, (61, 40))
(1086, 1086, (61, 41))
(64, 64, (55, 26))
(1484, 1484, (61, 42))
(1484, 1484, (61, 43))
(720, 720, (61, 44))
(99, 99, (74, 4))
(66, 66, (83, 1))
(64, 64, (75, 5))
(64, 64, (74, 5))
(64, 64, (61, 45))
(64, 64, (69, 6))
(64, 64, (55, 27))
(64, 64, (79, 2))
(448, 448, (79, 3))
(113, 113, (61, 46))
(1484, 1484, (61, 47))
(1097, 1097, (61, 48))
(64, 64, (55, 28))
(1484, 1484, (61, 49))
(1484, 1484, (61, 50))
(1373, 1373, (61, 51))
(64, 64, (55, 29))
(1484, 1484, (61, 52))
(1484, 1484, (61, 53))
(64, 64, (55, 30))
(1373, 1373, (61, 54))
(736, 736, (61, 55))
(110, 110, (61, 56))
(64, 64, (55, 31))
(1484, 1484, (61, 57))
(1099, 1099, (61, 58))
(796, 796, (61, 59))
(64, 64, (55, 32))
(111, 111, (61, 60))
(1484, 1484, (61, 61))
(1099, 1099, (61, 62))
(64, 64, (55, 33))
(1484, 1484, (61, 63))
(1484, 1484, (61, 64))
(760, 760, (61, 65))
(110, 110, (61, 66))
(64, 64, (55, 34))
(1484, 1484, (61, 67))
(1484, 1484, (61, 68))
(929, 929, (61, 69))
(64, 64, (55, 35))
(1401, 1401, (61, 70))
(64, 64, (80, 2))
(207, 207, (80, 3))
(137, 137, (76, 4))
(64, 64, (76, 5))
(131, 131, (55, 36))
(64, 64, (81, 2))
(207, 207, (81, 3))
(137, 137, (77, 4))
(64, 64, (77, 5))
(127, 127, (55, 37))
(64, 64, (82, 2))
(64, 64, (83, 2))
(207, 207, (82, 3))
(207, 207, (83, 3))
(137, 137, (78, 4))
(137, 137, (79, 4))
(64, 64, (78, 5))
(129, 129, (55, 38))
(64, 64, (79, 5))
(127, 127, (55, 39))
(99, 99, (80, 4))
(64, 64, (76, 6))
(64, 64, (80, 5))
(99, 99, (81, 4))
(64, 64, (77, 6))
(64, 64, (81, 5))
(64, 64, (61, 71))
(116, 116, (61, 72))
(1459, 1459, (61, 73))
(64, 64, (55, 40))
(110, 110, (61, 74))
(1133, 1133, (61, 75))
(64, 64, (55, 41))
(1131, 1131, (35, 9))
(99, 99, (82, 4))
(64, 64, (78, 6))
(99, 99, (83, 4))
(64, 64, (79, 6))
(64, 64, (82, 5))
(64, 64, (83, 5))
(64, 64, (61, 76))
(109, 109, (61, 77))
(1484, 1484, (61, 78))
(149, 149, (61, 79))
(64, 64, (55, 42))
(108, 108, (61, 80))
(1484, 1484, (61, 81))
(148, 148, (61, 82))
(64, 64, (55, 43))
(1484, 1484, (37, 14))
(1484, 1484, (37, 15))
(1063, 1063, (37, 16))
(953, 953, (37, 17))
(64, 64, (35, 10))
(1484, 1484, (37, 18))
(1460, 1460, (37, 19))
(674, 674, (37, 20))
(64, 64, (35, 11))
(1398, 1398, (37, 21))
(1263, 1263, (35, 12))
(64, 64, (37, 22))
(269, 269, (37, 23))
(64, 64, (35, 13))
(1156, 1156, (35, 14))
(64, 64, (37, 24))
(323, 323, (37, 25))
(66, 66, (84, 1))
(66, 66, (85, 1))
(64, 64, (84, 2))
(606, 606, (84, 3))
(272, 272, (85, 2))
(64, 64, (85, 3))
(64, 64, (84, 4))
(64, 64, (84, 5))
(66, 66, (86, 1))
(64, 64, (35, 15))
(64, 64, (85, 4))
(66, 66, (87, 1))
(64, 64, (86, 2))
(609, 609, (86, 3))
(1514, 1514, (87, 2))
(1514, 1514, (87, 3))
(1514, 1514, (87, 4))
(64, 64, (86, 4))
(1514, 1514, (87, 5))
(989, 989, (87, 6))
(64, 64, (87, 7))
(64, 64, (86, 5))
(64, 64, (86, 6))
(64, 64, (87, 8))
(66, 66, (88, 1))
(66, 66, (89, 1))
(66, 66, (90, 1))
(64, 64, (89, 2))
(451, 451, (89, 3))
(1514, 1514, (90, 2))
(1514, 1514, (90, 3))
(1514, 1514, (90, 4))
(64, 64, (89, 4))
(66, 66, (91, 1))
(64, 64, (88, 2))
(449, 449, (88, 3))
(1514, 1514, (90, 5))
(1514, 1514, (90, 6))
(64, 64, (89, 5))
(1514, 1514, (90, 7))
(1514, 1514, (90, 8))
(1514, 1514, (90, 9))
(64, 64, (89, 6))
(1514, 1514, (90, 10))
(1514, 1514, (90, 11))
(64, 64, (89, 7))
(1514, 1514, (90, 12))
(1514, 1514, (90, 13))
(64, 64, (89, 8))
(1514, 1514, (90, 14))
(1514, 1514, (90, 15))
(64, 64, (89, 9))
(1514, 1514, (90, 16))
(1514, 1514, (90, 17))
(64, 64, (89, 10))
(1514, 1514, (90, 18))
(1514, 1514, (90, 19))
(64, 64, (89, 11))
(1514, 1514, (90, 20))
(1514, 1514, (90, 21))
(64, 64, (89, 12))
(1514, 1514, (90, 22))
(1514, 1514, (90, 23))
(64, 64, (89, 13))
(1514, 1514, (90, 24))
(1514, 1514, (90, 25))
(64, 64, (89, 14))
(1514, 1514, (90, 26))
(1514, 1514, (90, 27))
(64, 64, (89, 15))
(1419, 1419, (90, 28))
(1514, 1514, (91, 2))
(64, 64, (91, 3))
(64, 64, (91, 4))
(64, 64, (88, 4))
(64, 64, (88, 5))
(64, 64, (91, 5))
(64, 64, (89, 16))
(64, 64, (15, 5))
(66, 66, (92, 1))
(66, 66, (93, 1))
(64, 64, (92, 2))
(574, 574, (92, 3))
(1514, 1514, (93, 2))
(1514, 1514, (93, 3))
(64, 64, (92, 4))
(1514, 1514, (93, 4))
(1514, 1514, (93, 5))
(64, 64, (92, 5))
(1514, 1514, (93, 6))
(1231, 1231, (93, 7))
(64, 64, (93, 8))
(64, 64, (92, 6))
(64, 64, (92, 7))
(64, 64, (93, 9))
(64, 64, (90, 29))
(64, 64, (89, 17))
(66, 66, (94, 1))
(681, 681, (38, 7))
(264, 264, (40, 4))
(66, 66, (95, 1))
(64, 64, (94, 2))
(1389, 1389, (94, 3))
(631, 631, (95, 2))
(66, 66, (96, 1))
(64, 64, (97, 1))
(64, 64, (96, 2))
(737, 737, (96, 3))
(64, 64, (38, 8))
(1514, 1514, (97, 2))
(64, 64, (94, 4))
(1514, 1514, (97, 3))
(1514, 1514, (97, 4))
(64, 64, (96, 4))
(1514, 1514, (97, 5))
(1514, 1514, (97, 6))
(64, 64, (96, 5))
(1514, 1514, (97, 7))
(1514, 1514, (97, 8))
(64, 64, (96, 6))
(1514, 1514, (97, 9))
(1514, 1514, (97, 10))
(64, 64, (96, 7))
(66, 66, (98, 1))
(66, 66, (99, 1))
(64, 64, (98, 2))
(551, 551, (98, 3))
(64, 64, (99, 2))
(317, 317, (99, 3))
(1514, 1514, (97, 11))
(1514, 1514, (97, 12))
(1514, 1514, (97, 13))
(767, 767, (97, 14))
(64, 64, (96, 8))
(66, 66, (100, 1))
(66, 66, (101, 1))
(66, 66, (102, 1))
(64, 64, (100, 2))
(692, 692, (100, 3))
(66, 66, (103, 1))
(64, 64, (101, 2))
(691, 691, (101, 3))
(1514, 1514, (102, 2))
(1514, 1514, (102, 3))
(64, 64, (100, 4))
(1446, 1446, (103, 2))
(664, 664, (102, 4))
(66, 66, (104, 1))
(66, 66, (105, 1))
(64, 64, (98, 4))
(66, 66, (106, 1))
(66, 66, (107, 1))
(64, 64, (104, 2))
(64, 64, (105, 2))
(676, 676, (104, 3))
(682, 682, (105, 3))
(1514, 1514, (107, 2))
(1514, 1514, (107, 3))
(64, 64, (105, 4))
(1514, 1514, (106, 2))
(1514, 1514, (106, 3))
(64, 64, (104, 4))
(749, 749, (14, 5))
(1514, 1514, (107, 4))
(951, 951, (107, 5))
(64, 64, (105, 5))
(1514, 1514, (106, 4))
(766, 766, (106, 5))
(64, 64, (104, 5))
(657, 657, (105, 6))
(66, 66, (108, 1))
(66, 66, (109, 1))
(66, 66, (110, 1))
(66, 66, (111, 1))
(648, 648, (100, 5))
(649, 649, (101, 4))
(1514, 1514, (107, 6))
(198, 198, (107, 7))
(64, 64, (105, 7))
(66, 66, (112, 1))
(64, 64, (108, 2))
(647, 647, (108, 3))
(66, 66, (113, 1))
(66, 66, (114, 1))
(66, 66, (115, 1))
(64, 64, (109, 2))
(64, 64, (110, 2))
(64, 64, (111, 2))
(649, 649, (109, 3))
(638, 638, (110, 3))
(639, 639, (111, 3))
(1503, 1503, (102, 5))
(1435, 1435, (103, 3))
(66, 66, (116, 1))
(1070, 1070, (112, 2))
(1514, 1514, (113, 2))
(1021, 1021, (115, 2))
(1015, 1015, (114, 2))
(66, 66, (117, 1))
(66, 66, (118, 1))
(66, 66, (119, 1))
(66, 66, (120, 1))
(66, 66, (121, 1))
(66, 66, (122, 1))
(66, 66, (123, 1))
(465, 465, (17, 3))
(773, 773, (13, 7))
(642, 642, (100, 6))
(635, 635, (101, 5))
(66, 66, (124, 1))
(64, 64, (118, 2))
(656, 656, (118, 3))
(66, 66, (125, 1))
(64, 64, (119, 2))
(656, 656, (119, 3))
(66, 66, (126, 1))
(64, 64, (120, 2))
(654, 654, (120, 3))
(66, 66, (127, 1))
(66, 66, (128, 1))
(64, 64, (121, 2))
(64, 64, (122, 2))
(654, 654, (121, 3))
(655, 655, (122, 3))
(66, 66, (129, 1))
(64, 64, (123, 2))
(656, 656, (123, 3))
(1302, 1302, (102, 6))
(1287, 1287, (103, 4))
(1514, 1514, (124, 2))
(1514, 1514, (124, 3))
(1514, 1514, (125, 2))
(1514, 1514, (125, 3))
(64, 64, (118, 4))
(64, 64, (119, 4))
(1514, 1514, (126, 2))
(1514, 1514, (126, 3))
(1492, 1492, (16, 4))
(64, 64, (120, 4))
(1514, 1514, (127, 2))
(1514, 1514, (127, 3))
(64, 64, (121, 4))
(1514, 1514, (128, 2))
(1514, 1514, (128, 3))
(64, 64, (95, 3))
(1514, 1514, (129, 2))
(64, 64, (122, 4))
(1514, 1514, (129, 3))
(846, 846, (95, 4))
(64, 64, (123, 4))
(64, 64, (130, 1))
(64, 64, (116, 2))
(681, 681, (116, 3))
(533, 533, (124, 4))
(1514, 1514, (125, 4))
(1514, 1514, (125, 5))
(64, 64, (119, 5))
(1514, 1514, (125, 6))
(1514, 1514, (125, 7))
(1514, 1514, (126, 4))
(298, 298, (126, 5))
(64, 64, (119, 6))
(64, 64, (120, 5))
(1514, 1514, (127, 4))
(896, 896, (127, 5))
(64, 64, (121, 5))
(1514, 1514, (128, 4))
(420, 420, (128, 5))
(64, 64, (122, 5))
(81, 81, (129, 4))
(1514, 1514, (125, 8))
(1514, 1514, (125, 9))
(64, 64, (119, 7))
(1514, 1514, (125, 10))
(1514, 1514, (125, 11))
(64, 64, (119, 8))
(1514, 1514, (125, 12))
(1514, 1514, (125, 13))
(64, 64, (119, 9))
(1514, 1514, (125, 14))
(1514, 1514, (125, 15))
(64, 64, (119, 10))
(1514, 1514, (125, 16))
(1514, 1514, (125, 17))
(64, 64, (119, 11))
(1514, 1514, (125, 18))
(1514, 1514, (125, 19))
(64, 64, (119, 12))
(1514, 1514, (125, 20))
(1514, 1514, (125, 21))
(1514, 1514, (125, 22))
(852, 852, (125, 23))
(66, 66, (131, 1))
(64, 64, (119, 13))
(64, 64, (117, 2))
(713, 713, (117, 3))
(1514, 1514, (130, 2))
(1514, 1514, (130, 3))
(64, 64, (116, 4))
(1514, 1514, (130, 4))
(1514, 1514, (130, 5))
(64, 64, (116, 5))
(365, 365, (131, 2))
(749, 749, (20, 7))
(64, 64, (110, 4))
(64, 64, (108, 4))
(64, 64, (119, 14))
(64, 64, (119, 15))
(64, 64, (109, 4))
(64, 64, (111, 4))
(576, 576, (22, 5))
(64, 64, (14, 6))
(655, 655, (123, 5))
(162, 162, (130, 6))
(1514, 1514, (129, 5))
(1514, 1514, (129, 6))
(64, 64, (123, 6))
(1514, 1514, (129, 7))
(655, 655, (118, 5))
(64, 64, (101, 6))
(655, 655, (120, 6))
(654, 654, (121, 6))
(656, 656, (122, 6))
(64, 64, (100, 7))
(1514, 1514, (129, 8))
(64, 64, (123, 7))
(1514, 1514, (129, 9))
(1514, 1514, (129, 10))
(64, 64, (123, 8))
(1514, 1514, (129, 11))
(1514, 1514, (129, 12))
(1514, 1514, (129, 13))
(64, 64, (123, 9))
(66, 66, (132, 1))
(64, 64, (94, 5))
(1514, 1514, (129, 14))
(64, 64, (13, 8))
(1289, 1289, (129, 15))
(64, 64, (123, 10))
(1514, 1514, (124, 5))
(1514, 1514, (124, 6))
(64, 64, (118, 6))
(1514, 1514, (124, 7))
(1514, 1514, (126, 6))
(1514, 1514, (126, 7))
(64, 64, (120, 7))
